Record_ID,Date,Year,Month,Season,Country,City,Latitude,Longitude,Population_Density_per_km2,Green_Cover_Pct,AQI,AQI_Category,Pollution_Alert_Level,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,SO2_ugm3,CO_mgm3,O3_ugm3,VOC_ugm3,NH3_ugm3,Lead_Pb_ugm3,Benzene_ugm3,Formaldehyde_ugm3,Black_Carbon_ugm3,Temperature_C,Humidity_Pct,Wind_Speed_kmh,Wind_Direction,Atmospheric_Pressure_hPa,Visibility_km,Weather_Condition,Primary_Pollution_Source,Industry_Nearby,Traffic_Density,Health_Effects,Associated_Diseases,Respiratory_Risk_Index,Cardiovascular_Risk_Index,Cancer_Risk_Index,Daily_Mortality_Risk,Exceeds_WHO_PM25_Standard,WHO_PM25_Guideline_ugm3
GAP-01630,2022-02-05,2022,2,Winter,Bangladesh,Chittagong,54.4225,-91.6773,32646,48.6,373,Hazardous,Hazardous Emergency,229.28,495.91,291.12,183.96,5.84,39.39,481.96,23.97,0.4995,11.018,19.37,8.99,40.0,21.4,14.4,NW,960.2,5.34,Sunny,Cement Production,No,High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",74.6,62.2,1.937,Very High,Yes,15
GAP-01631,2024-04-04,2024,4,Spring,Poland,Krakow,28.808,133.152,48374,1.2,120,Unhealthy for Sensitive Groups,Watch,58.19,87.85,48.39,23.15,0.94,106.3,70.82,4.67,1.0563,14.613,41.81,14.82,43.1,90.4,19.5,NW,995.6,8.5,Smoggy,Industrial Factories,Yes,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",24.0,20.0,3.679,Moderate,Yes,15
GAP-01632,2021-10-31,2021,10,Autumn,India,Kolkata,7.441,-37.1298,34532,44.0,228,Very Unhealthy,Emergency,159.11,374.52,290.25,38.12,2.75,145.47,270.1,17.7,1.1474,11.681,5.92,15.3,40.9,54.6,27.7,NE,962.3,7.15,Windy,Oil Refinery,Yes,High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",45.6,38.0,2.997,High,Yes,15
GAP-01633,2015-04-02,2015,4,Spring,Saudi Arabia,Mecca,66.6777,8.0921,4539,22.1,70,Moderate,Advisory,47.24,79.21,39.07,5.77,2.64,101.87,99.24,33.59,0.8509,17.717,16.41,20.39,30.4,39.1,6.2,E,1000.2,9.12,Cloudy,Shipping Ports,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,14.0,11.7,2.916,Low,Yes,15
GAP-01634,2021-05-27,2021,5,Spring,Philippines,Manila,8.3443,63.144,17442,49.2,122,Unhealthy for Sensitive Groups,Watch,55.95,136.49,130.06,49.45,3.64,92.56,109.82,63.39,1.2737,1.653,45.25,28.16,20.6,26.4,28.7,S,1003.9,8.47,Smoggy,Mining Operations,Yes,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",24.4,20.3,3.535,Moderate,Yes,15
GAP-01635,2017-05-31,2017,5,Spring,Turkey,Bursa,63.4287,-15.5783,38179,27.6,219,Very Unhealthy,Emergency,97.06,211.58,73.7,25.02,10.49,141.92,321.32,61.74,0.2368,4.586,38.19,16.05,2.7,51.5,32.1,W,1020.4,7.26,Clear,Shipping Ports,Yes,High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",43.8,36.5,1.467,High,Yes,15
GAP-01636,2017-01-12,2017,1,Winter,Egypt,Luxor,-36.5664,-96.2014,25968,49.2,388,Hazardous,Hazardous Emergency,207.2,355.68,63.49,30.48,5.17,43.6,250.04,50.29,0.9437,0.102,46.09,24.77,42.8,41.7,23.4,S,973.4,5.15,Rainy,Shipping Ports,Yes,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",77.6,64.7,2.814,Very High,Yes,15
GAP-01637,2022-05-15,2022,5,Spring,China,Shenzhen,5.3167,60.6887,22709,49.1,243,Very Unhealthy,Emergency,156.79,240.44,238.57,8.01,10.89,141.5,88.9,16.48,0.4345,14.022,13.11,15.3,-6.9,50.6,22.1,E,965.7,6.96,Smoggy,Shipping Ports,No,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",48.6,40.5,1.832,High,Yes,15
GAP-01638,2017-07-09,2017,7,Summer,Pakistan,Karachi,-15.0976,133.5679,21153,8.8,145,Unhealthy for Sensitive Groups,Watch,61.31,126.5,15.05,42.91,8.23,65.98,108.07,74.37,0.7072,19.931,8.27,21.41,24.2,86.8,3.7,N,982.4,8.19,Windy,Chemical Plants,Yes,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",29.0,24.2,2.576,Moderate,Yes,15
GAP-01639,2021-10-31,2021,10,Autumn,Vietnam,Da Nang,-24.8884,-109.6705,8492,32.6,171,Unhealthy,Warning,114.06,223.15,16.26,62.55,1.45,50.29,205.99,13.22,0.4889,7.284,29.65,23.8,-1.2,28.1,8.2,NW,990.5,7.86,Hazy,Biomass Burning,No,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",34.2,28.5,1.935,Moderate,Yes,15
GAP-01640,2018-11-05,2018,11,Autumn,Japan,Tokyo,6.0225,-71.915,31348,23.3,146,Unhealthy for Sensitive Groups,Watch,88.26,201.2,82.58,11.18,8.74,87.14,181.73,35.58,0.3263,3.503,37.32,17.46,9.3,53.3,19.5,SW,979.2,8.18,Foggy,Chemical Plants,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",29.2,24.3,1.574,Moderate,Yes,15
GAP-01641,2017-05-12,2017,5,Spring,South Africa,Pretoria,-3.6069,65.2592,16348,52.0,205,Very Unhealthy,Emergency,83.45,178.79,96.72,51.35,2.2,175.84,44.42,36.14,0.6656,0.272,33.56,16.38,14.8,82.0,8.8,E,1028.9,7.44,Clear,Oil Refinery,No,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",41.0,34.2,2.016,High,Yes,15
GAP-01642,2022-01-30,2022,1,Winter,Canada,Toronto,-0.8353,-29.1382,2975,43.3,34,Good,None,16.25,25.22,13.49,8.07,0.32,170.54,33.75,11.77,1.2183,18.569,13.51,4.73,4.3,83.2,6.5,NW,1022.3,9.57,Rainy,Sandstorm/Dust Storm,No,Low,No significant health effects,None,6.8,5.7,3.635,Low,Yes,15
GAP-01643,2019-02-21,2019,2,Winter,Vietnam,Da Nang,50.9972,-48.9563,8368,38.5,132,Unhealthy for Sensitive Groups,Watch,66.95,140.72,158.53,55.1,0.45,33.61,168.5,75.21,0.0847,14.055,18.6,11.25,23.6,81.3,10.0,S,1016.4,8.35,Sunny,Mining Operations,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",26.4,22.0,1.244,Moderate,Yes,15
GAP-01644,2022-01-03,2022,1,Winter,China,Chengdu,33.883,65.9958,22682,28.4,192,Unhealthy,Warning,127.48,296.39,97.89,18.59,9.79,23.39,124.81,7.78,0.8973,0.641,31.65,20.36,14.2,25.4,4.0,E,985.1,7.6,Hazy,Pesticide Spraying,No,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",38.4,32.0,2.46,Moderate,Yes,15
GAP-01645,2023-06-05,2023,6,Summer,Thailand,Bangkok,8.1374,74.5462,48024,17.1,93,Moderate,Advisory,63.11,146.73,33.99,27.97,4.68,163.04,77.42,45.34,1.3328,1.182,31.59,12.79,39.6,94.5,6.4,S,982.5,8.84,Hazy,Sandstorm/Dust Storm,No,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,18.6,15.5,3.357,Low,Yes,15
GAP-01646,2016-06-23,2016,6,Summer,Argentina,Rosario,45.8758,-15.2596,37098,4.8,58,Moderate,Advisory,34.74,54.3,48.87,26.53,2.01,28.14,8.8,23.26,1.129,5.294,40.81,24.68,12.4,36.5,21.1,W,1024.8,9.28,Hazy,Pesticide Spraying,Yes,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,11.6,9.7,3.339,Low,Yes,15
GAP-01647,2016-03-29,2016,3,Spring,Indonesia,Surabaya,-27.7529,-60.2035,14142,59.8,366,Hazardous,Hazardous Emergency,188.74,360.99,295.59,12.74,5.12,48.6,229.15,30.31,1.0836,5.258,3.33,2.14,-14.3,13.3,30.1,S,1015.8,5.42,Hazy,Wildfire/Forest Fire,Yes,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",73.2,61.0,2.497,Very High,Yes,15
GAP-01648,2019-09-09,2019,9,Autumn,Russia,St. Petersburg,34.5006,6.3504,7995,18.9,239,Very Unhealthy,Emergency,116.74,275.46,221.86,104.74,2.09,87.45,86.79,57.98,1.4554,16.326,2.25,9.84,-13.3,13.5,3.2,S,982.1,7.01,Smoggy,Chemical Plants,No,Low,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",47.8,39.8,3.772,High,Yes,15
GAP-01649,2017-07-11,2017,7,Summer,South Korea,Daegu,-25.5071,76.8906,25473,13.9,109,Unhealthy for Sensitive Groups,Watch,46.38,72.66,131.89,36.65,5.52,14.68,153.48,61.97,1.1467,18.247,29.12,12.14,13.8,78.4,27.0,W,1008.8,8.64,Sunny,Garbage Burning,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",21.8,18.2,3.788,Moderate,Yes,15
GAP-01650,2019-06-27,2019,6,Summer,Nigeria,Kano,-11.7653,104.3413,22612,52.9,133,Unhealthy for Sensitive Groups,Watch,54.09,84.39,163.91,59.18,5.11,93.87,162.7,11.94,0.9809,9.572,37.29,1.39,20.6,59.0,29.5,S,1014.1,8.34,Foggy,Vehicle Emissions,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",26.6,22.2,3.186,Moderate,Yes,15
GAP-01651,2019-04-20,2019,4,Spring,Canada,Toronto,43.9916,-52.3133,38236,34.2,89,Moderate,Advisory,43.08,72.26,68.2,5.37,1.34,125.34,11.99,59.71,0.1574,11.751,49.89,5.63,0.7,89.1,22.1,W,999.4,8.89,Clear,Cement Production,No,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.8,14.8,1.9,Low,Yes,15
GAP-01652,2016-07-21,2016,7,Summer,Egypt,Alexandria,20.1547,3.0096,21264,21.1,230,Very Unhealthy,Emergency,151.62,320.66,77.68,60.83,11.9,47.15,227.93,4.33,0.4562,13.512,7.89,7.05,37.7,69.3,17.7,NE,976.9,7.12,Smoggy,Pesticide Spraying,No,Low,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",46.0,38.3,1.746,High,Yes,15
GAP-01653,2016-11-12,2016,11,Autumn,Egypt,Alexandria,6.2162,22.0365,30707,47.3,397,Hazardous,Hazardous Emergency,276.87,673.56,321.89,14.13,18.54,26.5,91.22,16.12,0.5459,11.877,17.01,13.84,-12.2,64.5,23.2,NW,968.0,5.04,Hazy,Power Plants (Coal),No,Low,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",79.4,66.2,2.026,Very High,Yes,15
GAP-01654,2024-07-14,2024,7,Summer,Iran,Isfahan,-19.3935,121.9019,31380,24.6,315,Hazardous,Hazardous Emergency,131.08,292.98,220.09,28.52,16.18,128.16,107.07,63.92,0.6853,3.694,33.05,18.1,-4.8,86.8,30.0,E,1026.9,6.06,Foggy,Steel Manufacturing,No,Medium,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",63.0,52.5,2.216,Very High,Yes,15
GAP-01655,2018-08-14,2018,8,Summer,Japan,Osaka,-28.279,-78.2792,3753,2.9,140,Unhealthy for Sensitive Groups,Watch,63.29,125.29,21.45,62.7,1.18,114.81,73.66,64.54,0.8851,7.827,49.2,2.45,19.7,97.1,24.3,E,1019.2,8.25,Rainy,Mining Operations,Yes,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",28.0,23.3,3.146,Moderate,Yes,15
GAP-01656,2020-02-24,2020,2,Winter,Turkey,Bursa,59.0658,-126.0869,47672,3.6,193,Unhealthy,Warning,124.55,188.29,73.8,20.56,2.29,128.56,166.19,36.86,0.2851,5.625,18.13,23.67,44.4,26.2,12.3,SE,982.4,7.59,Foggy,Pesticide Spraying,No,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",38.6,32.2,1.214,Moderate,Yes,15
GAP-01657,2024-01-05,2024,1,Winter,South Africa,Johannesburg,26.5025,83.274,34491,12.7,224,Very Unhealthy,Emergency,146.96,313.17,279.47,66.53,4.21,46.67,189.25,72.61,0.1095,12.127,38.61,3.9,-8.0,42.2,9.9,SW,975.9,7.2,Cloudy,Wildfire/Forest Fire,Yes,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",44.8,37.3,1.598,High,Yes,15
GAP-01658,2022-08-25,2022,8,Summer,China,Beijing,-16.2483,59.0055,49740,58.7,136,Unhealthy for Sensitive Groups,Watch,66.66,111.26,94.96,57.07,2.46,134.25,84.81,72.34,0.9406,19.533,12.66,27.76,6.4,64.7,6.5,W,1020.8,8.3,Cloudy,Volcanic Activity,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",27.2,22.7,3.111,Moderate,Yes,15
GAP-01659,2017-12-01,2017,12,Winter,Philippines,Cebu,-8.9057,-62.0171,996,3.2,141,Unhealthy for Sensitive Groups,Watch,92.65,175.34,90.53,30.9,8.6,172.13,71.59,38.53,1.0592,17.918,24.94,3.71,7.1,58.4,14.9,NE,974.9,8.24,Sunny,Pesticide Spraying,Yes,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",28.2,23.5,3.513,Moderate,Yes,15
GAP-01660,2018-04-14,2018,4,Spring,Ethiopia,Addis Ababa,-33.1528,-86.5351,34248,16.8,169,Unhealthy,Warning,81.0,197.91,211.61,71.07,1.4,10.34,202.12,67.62,1.4433,4.446,36.79,15.81,4.7,63.4,19.4,W,983.4,7.89,Sunny,Industrial Factories,No,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",33.8,28.2,3.845,Moderate,Yes,15
GAP-01661,2016-02-29,2016,2,Winter,Saudi Arabia,Riyadh,21.0208,-72.0628,3718,4.5,234,Very Unhealthy,Emergency,152.22,269.2,263.67,94.76,10.26,119.92,19.81,30.0,0.3958,3.085,19.79,10.97,28.7,62.6,32.0,E,971.6,7.08,Smoggy,Shipping Ports,Yes,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",46.8,39.0,1.342,High,Yes,15
GAP-01662,2016-08-04,2016,8,Summer,Saudi Arabia,Dammam,61.7109,-124.4933,9374,36.8,43,Good,None,24.28,54.23,39.08,7.61,2.46,153.37,48.27,62.37,0.5407,18.879,21.52,26.96,36.5,20.9,33.8,SE,1039.7,9.46,Cloudy,Garbage Burning,Yes,High,No significant health effects,None,8.6,7.2,2.456,Low,Yes,15
GAP-01663,2020-02-20,2020,2,Winter,France,Paris,-53.3363,-58.5726,25786,15.1,150,Unhealthy for Sensitive Groups,Watch,88.23,205.44,110.44,40.14,10.11,96.27,108.13,49.05,0.7783,8.981,9.44,12.22,1.9,45.2,21.0,NW,1008.7,8.12,Windy,Residential Heating (Wood/Coal),No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",30.0,25.0,2.194,Moderate,Yes,15
GAP-01664,2018-09-16,2018,9,Autumn,Poland,Wroclaw,-54.1506,-93.3113,21770,34.7,73,Moderate,Advisory,37.57,76.49,52.19,6.33,3.44,84.67,88.82,55.56,0.1681,9.826,35.27,3.07,32.5,29.5,17.9,NW,1035.2,9.09,Foggy,Shipping Ports,No,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,14.6,12.2,1.533,Low,Yes,15
GAP-01665,2015-04-17,2015,4,Spring,Bangladesh,Gazipur,-3.9484,-54.4968,38247,39.8,306,Hazardous,Hazardous Emergency,167.73,312.62,377.46,51.89,12.47,106.68,245.72,38.73,0.5063,18.184,22.81,16.09,24.4,16.0,27.5,SE,1001.0,6.17,Windy,Waste Incineration,No,High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",61.2,51.0,2.378,Very High,Yes,15
GAP-01666,2021-05-14,2021,5,Spring,Poland,Krakow,35.129,-69.4927,17944,27.0,86,Moderate,Advisory,50.58,78.17,91.07,23.68,5.36,46.21,92.14,34.23,0.1161,15.074,38.23,8.49,40.0,77.2,11.1,S,979.1,8.93,Foggy,Garbage Burning,No,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.2,14.3,1.75,Low,Yes,15
GAP-01667,2016-06-10,2016,6,Summer,Vietnam,Da Nang,58.9102,-95.1878,32910,58.4,136,Unhealthy for Sensitive Groups,Watch,70.78,121.86,51.27,6.24,6.06,90.24,153.98,78.98,0.1802,5.521,34.28,7.5,-13.2,19.7,15.5,E,994.5,8.3,Windy,Pesticide Spraying,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",27.2,22.7,1.322,Moderate,Yes,15
GAP-01668,2015-04-25,2015,4,Spring,Australia,Melbourne,16.3686,53.0199,27630,29.9,97,Moderate,Advisory,58.28,109.27,81.85,48.38,7.18,70.13,74.52,72.47,0.1392,9.101,19.19,9.2,44.7,74.6,13.9,SE,1026.3,8.79,Clear,Biomass Burning,No,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,19.4,16.2,1.117,Low,Yes,15
GAP-01669,2023-02-01,2023,2,Winter,Germany,Hamburg,54.4097,78.3377,8561,12.1,47,Good,None,26.16,52.31,31.92,17.69,1.53,10.49,43.61,76.26,0.3862,16.342,23.05,19.47,38.5,77.8,31.0,W,960.8,9.41,Foggy,Garbage Burning,Yes,High,No significant health effects,None,9.4,7.8,2.05,Low,Yes,15
GAP-01670,2020-11-13,2020,11,Autumn,Turkey,Izmir,62.9856,127.0067,30016,33.4,43,Good,None,26.47,44.87,24.25,17.37,1.99,150.32,17.23,60.23,0.3043,10.952,21.96,16.92,-6.9,41.8,23.5,SW,1004.7,9.46,Sunny,Oil Refinery,No,Medium,No significant health effects,None,8.6,7.2,1.595,Low,Yes,15
GAP-01671,2019-04-05,2019,4,Spring,Nigeria,Abuja,47.0842,70.7084,48923,52.6,220,Very Unhealthy,Emergency,124.62,198.84,93.99,26.24,3.86,118.55,130.22,14.52,1.3315,17.496,43.19,12.03,-11.6,19.4,10.0,N,977.6,7.25,Windy,Power Plants (Coal),No,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",44.0,36.7,4.402,High,Yes,15
GAP-01672,2016-09-06,2016,9,Autumn,Indonesia,Surabaya,-12.5068,64.2423,26788,40.5,155,Unhealthy,Warning,97.8,239.32,126.34,12.64,2.03,109.26,80.11,72.91,0.9179,13.562,0.79,15.22,10.9,72.1,13.7,S,1038.1,8.06,Smoggy,Pesticide Spraying,Yes,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",31.0,25.8,2.53,Moderate,Yes,15
GAP-01673,2021-05-21,2021,5,Spring,Japan,Fukuoka,-10.72,90.4644,33031,50.5,28,Good,None,15.1,37.01,32.68,12.15,0.75,83.27,18.0,35.78,1.3339,5.058,40.21,15.66,-0.1,56.4,7.2,N,968.7,9.65,Smoggy,Volcanic Activity,Yes,Medium,No significant health effects,None,5.6,4.7,3.725,Low,Yes,15
GAP-01674,2019-06-21,2019,6,Summer,Canada,Toronto,-27.395,-17.8434,21494,41.7,13,Good,None,7.12,15.17,11.78,4.75,0.85,76.79,13.87,58.84,0.4511,19.366,43.33,9.05,25.5,73.2,15.4,NE,1029.1,9.84,Cloudy,Chemical Plants,Yes,High,No significant health effects,None,2.6,2.2,2.737,Low,No,15
GAP-01675,2020-01-04,2020,1,Winter,Philippines,Manila,-46.3874,71.6633,46320,60.0,98,Moderate,Advisory,60.77,128.73,14.21,15.42,3.53,135.24,109.93,39.75,0.1763,5.929,13.11,23.54,-4.2,50.9,23.6,SE,1037.2,8.78,Rainy,Residential Heating (Wood/Coal),No,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,19.6,16.3,0.911,Low,Yes,15
GAP-01676,2016-12-27,2016,12,Winter,Brazil,Belo Horizonte,-30.53,17.6398,39950,29.8,151,Unhealthy,Warning,77.42,169.69,77.16,6.22,8.4,174.08,148.17,22.84,0.4056,18.587,15.51,23.16,23.6,62.1,6.7,N,962.8,8.11,Cloudy,Pesticide Spraying,No,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",30.2,25.2,2.051,Moderate,Yes,15
GAP-01677,2023-03-23,2023,3,Spring,Vietnam,Hanoi,54.1301,-31.875,39132,28.6,188,Unhealthy,Warning,102.48,205.67,167.87,76.78,4.82,162.88,139.16,53.29,0.1607,9.9,1.3,12.04,-11.7,88.9,23.7,NE,1023.4,7.65,Rainy,Agricultural Burning,No,Low,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",37.6,31.3,0.842,Moderate,Yes,15
GAP-01678,2021-07-26,2021,7,Summer,Brazil,Rio de Janeiro,62.7328,140.4615,31910,42.3,89,Moderate,Advisory,49.17,75.83,118.18,16.27,3.19,138.31,41.28,16.93,0.192,10.608,0.77,21.43,12.7,56.8,9.6,NW,974.3,8.89,Smoggy,Steel Manufacturing,Yes,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.8,14.8,0.93,Low,Yes,15
GAP-01679,2015-10-27,2015,10,Autumn,Philippines,Davao,-5.3196,129.5687,1743,4.6,164,Unhealthy,Warning,69.34,142.93,90.77,66.29,0.83,43.51,122.44,13.45,1.0394,16.433,35.37,13.49,37.7,22.1,9.5,SE,999.2,7.95,Cloudy,Garbage Burning,Yes,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",32.8,27.3,3.608,Moderate,Yes,15
GAP-01680,2016-02-14,2016,2,Winter,Japan,Osaka,24.4187,0.3145,43680,21.7,83,Moderate,Advisory,52.7,124.37,102.27,27.74,1.16,138.95,3.99,9.95,0.0453,2.795,37.72,26.62,1.7,20.5,9.9,SE,1011.8,8.96,Clear,Pesticide Spraying,No,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,16.6,13.8,0.985,Low,Yes,15
GAP-01681,2024-08-28,2024,8,Summer,Turkey,Bursa,3.3155,-5.4875,10737,36.8,90,Moderate,Advisory,55.87,118.09,12.35,3.36,2.12,83.14,38.79,52.47,0.2935,14.112,38.77,4.17,24.0,94.6,7.2,NE,1032.7,8.88,Clear,Steel Manufacturing,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,18.0,15.0,2.068,Low,Yes,15
GAP-01682,2021-09-29,2021,9,Autumn,Germany,Cologne,24.4868,86.2825,39478,15.9,86,Moderate,Advisory,53.01,122.41,61.43,11.65,0.99,37.29,112.12,10.76,0.5777,6.752,43.34,14.59,44.8,74.9,29.9,S,967.9,8.93,Sunny,Garbage Burning,Yes,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.2,14.3,2.36,Low,Yes,15
GAP-01683,2022-03-28,2022,3,Spring,South Korea,Incheon,18.8114,122.6137,49231,16.5,156,Unhealthy,Warning,62.95,113.89,181.68,42.44,1.36,56.94,69.11,69.98,0.8305,12.206,18.67,2.28,-10.5,47.0,6.6,S,968.3,8.05,Windy,Shipping Ports,Yes,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",31.2,26.0,2.645,Moderate,Yes,15
GAP-01684,2022-01-07,2022,1,Winter,Canada,Montreal,24.9987,-67.3207,47695,50.4,144,Unhealthy for Sensitive Groups,Watch,87.26,214.92,62.83,1.81,7.97,11.19,188.93,5.45,0.9795,7.606,10.57,27.0,29.8,40.0,10.3,NW,1018.9,8.2,Clear,Power Plants (Gas),Yes,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",28.8,24.0,2.551,Moderate,Yes,15
GAP-01685,2020-07-23,2020,7,Summer,France,Toulouse,66.7077,-129.2182,11044,20.3,11,Good,None,6.11,12.29,8.51,4.56,0.62,155.56,8.51,50.35,1.282,4.723,22.48,18.81,39.9,11.4,7.8,E,978.8,9.86,Windy,Wildfire/Forest Fire,Yes,Very High,No significant health effects,None,2.2,1.8,3.25,Low,No,15
GAP-01686,2018-11-03,2018,11,Autumn,Pakistan,Rawalpindi,45.6981,17.8502,31674,15.3,265,Very Unhealthy,Emergency,125.2,295.94,226.57,30.05,7.36,144.29,295.45,46.55,0.218,16.085,15.72,23.26,23.9,33.2,7.8,E,970.5,6.69,Rainy,Construction Dust,Yes,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",53.0,44.2,1.555,High,Yes,15
GAP-01687,2018-06-04,2018,6,Summer,UK,Glasgow,-2.8925,7.9698,9421,39.8,137,Unhealthy for Sensitive Groups,Watch,60.07,139.39,175.23,24.59,3.02,119.96,131.93,9.88,1.3902,9.633,38.34,11.1,0.7,19.8,10.0,SW,1039.5,8.29,Windy,Volcanic Activity,No,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",27.4,22.8,4.029,Moderate,Yes,15
GAP-01688,2017-05-11,2017,5,Spring,Argentina,Rosario,-20.9657,130.2918,19553,26.8,198,Unhealthy,Warning,117.0,273.95,131.81,96.27,11.87,78.23,116.3,74.43,1.0269,12.467,38.01,17.04,-5.4,38.1,19.7,E,961.5,7.53,Hazy,Chemical Plants,Yes,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",39.6,33.0,3.437,Moderate,Yes,15
